episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread,recharge_battery_mean,recharge_battery_min,recharge_battery_max,recharge_battery_std,first_recharge_step,recharge_gap_mean,recharge_gap_min,recharge_gap_max,recharge_from_hab1,recharge_from_hab2,recharge_from_hab3,recharge_from_other,mean_action_elapsed_s,episode_elapsed_s
101,4.743916567325591,0.09487833134651183,50,2,17,0,,0.5,0.5,100,15,0,10,6.236095905303955,15.0,100.0,100.0,100.0,0.0,1,2.9375,2.0,8.0,11,0,5,1,0.0,0.0
102,4.587666716337203,0.09175333432674407,50,2,17,0,,0.54,0.45999999999999996,100,15,0,8,6.12825870513916,15.0,100.0,100.0,100.0,0.0,1,2.875,2.0,8.0,11,0,5,1,0.0,0.0
103,4.743916567325591,0.09487833134651183,50,2,16,0,,0.48,0.52,100,14,0,12,6.182412147521973,14.0,100.0,100.0,100.0,0.0,1,3.2666666666666666,2.0,8.0,12,0,3,1,0.0,0.0
104,4.456400984168052,0.08912801968336105,50,2,18,0,,0.5,0.5,100,16,0,9,6.548961162567139,16.0,100.0,100.0,100.0,0.0,1,2.764705882352941,2.0,9.0,12,0,5,1,0.0,0.0
105,4.587666716337203,0.09175333432674407,50,2,13,0,,0.48,0.52,100,16,0,10,6.599663257598877,16.0,100.0,100.0,100.0,0.0,1,3.9166666666666665,2.0,11.0,9,0,3,1,0.0,0.0
106,4.891999885439873,0.09783999770879745,50,2,15,0,,0.5,0.5,100,13,0,12,5.906681537628174,13.0,100.0,100.0,100.0,0.0,1,3.4285714285714284,2.0,8.0,10,0,4,1,0.0,0.0
107,4.587666716337203,0.09175333432674407,50,2,17,0,,0.54,0.45999999999999996,100,15,0,8,6.12825870513916,15.0,100.0,100.0,100.0,0.0,1,2.9375,2.0,9.0,11,0,5,1,0.0,0.0
108,4.587666716337203,0.09175333432674407,50,2,16,0,,0.52,0.48,100,13,0,11,5.715476036071777,13.0,100.0,100.0,100.0,0.0,1,3.1333333333333333,2.0,8.0,11,0,4,1,0.0,0.0
109,4.587666716337203,0.09175333432674407,50,2,15,0,,0.46,0.54,100,15,0,12,6.480740547180176,15.0,100.0,100.0,100.0,0.0,1,3.357142857142857,2.0,16.0,11,0,3,1,0.0,0.0
110,4.587666716337203,0.09175333432674407,50,2,13,0,,0.52,0.48,100,12,0,12,5.656854152679443,12.0,100.0,100.0,100.0,0.0,1,4.083333333333333,2.0,9.0,10,0,2,1,0.0,0.0
111,4.587666716337203,0.09175333432674407,50,2,16,0,,0.48,0.52,100,15,0,11,6.342099189758301,15.0,100.0,100.0,100.0,0.0,1,3.2,2.0,9.0,11,0,4,1,0.0,0.0
112,4.456400984168052,0.08912801968336105,50,2,15,0,,0.42,0.5800000000000001,100,18,0,11,7.408703327178955,18.0,100.0,100.0,100.0,0.0,1,3.357142857142857,2.0,9.0,10,0,4,1,0.0,0.0
113,4.587666716337203,0.09175333432674407,50,2,14,0,,0.52,0.48,100,12,0,12,5.656854152679443,12.0,100.0,100.0,100.0,0.0,1,3.5384615384615383,2.0,12.0,11,0,2,1,0.0,0.0
114,4.456400984168052,0.08912801968336105,50,2,16,0,,0.48,0.52,100,16,0,10,6.599663257598877,16.0,100.0,100.0,100.0,0.0,1,3.2666666666666666,2.0,10.0,11,0,4,1,0.0,0.0
115,4.456400984168052,0.08912801968336105,50,2,17,0,,0.5,0.5,100,15,0,10,6.236095905303955,15.0,100.0,100.0,100.0,0.0,1,3.0625,2.0,9.0,11,0,5,1,0.0,0.0
116,4.743916567325591,0.09487833134651183,50,2,13,0,,0.42,0.5800000000000001,100,18,0,11,7.408703327178955,18.0,100.0,100.0,100.0,0.0,1,4.0,2.0,8.0,8,0,4,1,0.0,0.0
117,4.456400984168052,0.08912801968336105,50,2,14,0,,0.48,0.52,100,15,0,11,6.342099189758301,15.0,100.0,100.0,100.0,0.0,1,3.769230769230769,2.0,11.0,11,0,2,1,0.0,0.0
118,4.587666716337203,0.09175333432674407,50,2,16,0,,0.58,0.42000000000000004,100,12,0,9,5.099019527435303,12.0,100.0,100.0,100.0,0.0,1,3.2666666666666666,2.0,9.0,11,0,4,1,0.0,0.0
119,4.743916567325591,0.09487833134651183,50,2,16,0,,0.5,0.5,100,14,0,11,6.018490314483643,14.0,100.0,100.0,100.0,0.0,1,3.2666666666666666,2.0,9.0,12,0,3,1,0.0,0.0
120,4.587666716337203,0.09175333432674407,50,2,17,0,,0.52,0.48,100,13,0,11,5.715476036071777,13.0,100.0,100.0,100.0,0.0,1,3.0625,2.0,8.0,12,0,4,1,0.0,0.0
