episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread,recharge_battery_mean,recharge_battery_min,recharge_battery_max,recharge_battery_std,first_recharge_step,recharge_gap_mean,recharge_gap_min,recharge_gap_max,recharge_from_hab1,recharge_from_hab2,recharge_from_hab3,recharge_from_other,mean_action_elapsed_s,episode_elapsed_s
68,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.28,0.72,100,21,0,15,8.83176040649414,21.0,100.0,100.0,100.0,0.0,7,4.222222222222222,2.0,7.0,8,0,2,0,0.0,0.0
69,2.6999995410442352,0.053999990820884705,50,2,8,0,,0.2,0.8,100,26,0,14,10.624918937683105,26.0,100.0,100.0,100.0,0.0,11,5.0,2.0,13.0,6,0,2,0,0.0,0.0
70,2.6999995410442352,0.053999990820884705,50,2,13,0,,0.32,0.6799999999999999,100,19,0,15,8.178563117980957,19.0,100.0,100.0,100.0,0.0,4,3.8333333333333335,3.0,5.0,9,0,4,0,0.0,0.0
71,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.28,0.72,100,21,0,15,8.83176040649414,21.0,100.0,100.0,100.0,0.0,4,4.666666666666667,2.0,9.0,8,0,2,0,0.0,0.0
72,2.6999995410442352,0.053999990820884705,50,2,14,0,,0.38,0.62,100,19,0,12,7.8457350730896,19.0,100.0,100.0,100.0,0.0,4,3.5384615384615383,2.0,7.0,10,0,4,0,0.0,0.0
73,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.3,0.7,100,20,0,15,8.49836540222168,20.0,100.0,100.0,100.0,0.0,7,3.7,3.0,7.0,9,0,2,0,0.0,0.0
74,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,4,5.111111111111111,3.0,10.0,6,0,4,0,0.0,0.0
75,2.6999995410442352,0.053999990820884705,50,2,12,0,,0.32,0.6799999999999999,100,19,0,15,8.178563117980957,19.0,100.0,100.0,100.0,0.0,10,3.6363636363636362,2.0,8.0,9,0,3,0,0.0,0.0
76,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,4,5.0,3.0,9.0,7,0,3,0,0.0,0.0
77,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.38,0.62,100,19,0,12,7.8457350730896,19.0,100.0,100.0,100.0,0.0,4,4.6,2.0,12.0,6,0,5,0,0.0,0.0
78,2.5040811598300934,0.050081623196601865,50,2,12,0,,0.34,0.6599999999999999,100,19,0,14,8.041558265686035,19.0,100.0,100.0,100.0,0.0,4,4.181818181818182,2.0,12.0,10,0,2,0,0.0,0.0
79,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.28,0.72,100,22,0,14,9.092121124267578,22.0,100.0,100.0,100.0,0.0,4,5.111111111111111,2.0,19.0,9,0,1,0,0.0,0.0
80,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.26,0.74,100,22,0,15,9.177266120910645,22.0,100.0,100.0,100.0,0.0,7,5.25,3.0,11.0,6,0,3,0,0.0,0.0
81,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.28,0.72,100,24,0,12,9.797959327697754,24.0,100.0,100.0,100.0,0.0,10,5.0,3.0,8.0,7,0,2,0,0.0,0.0
82,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,24,0,13,9.809292793273926,24.0,100.0,100.0,100.0,0.0,7,4.666666666666667,3.0,9.0,8,0,2,0,0.0,0.0
83,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.3,0.7,100,24,0,11,9.809292793273926,24.0,100.0,100.0,100.0,0.0,7,4.222222222222222,3.0,6.0,7,0,3,0,0.0,0.0
84,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.26,0.74,100,21,0,16,8.956686019897461,21.0,100.0,100.0,100.0,0.0,4,4.444444444444445,2.0,9.0,9,0,1,0,0.0,0.0
85,2.6999995410442352,0.053999990820884705,50,2,12,0,,0.36,0.64,100,19,0,13,7.930251598358154,19.0,100.0,100.0,100.0,0.0,4,4.181818181818182,2.0,8.0,9,0,3,0,0.0,0.0
86,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,7,5.375,3.0,8.0,7,0,2,0,0.0,0.0
87,2.6999995410442352,0.053999990820884705,50,2,9,0,,0.26,0.74,100,26,0,11,10.656244277954102,26.0,100.0,100.0,100.0,0.0,7,5.375,2.0,13.0,6,0,3,0,0.0,0.0
88,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,8,4.625,3.0,8.0,9,0,0,0,0.0,0.0
89,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,7,3.75,2.0,6.0,7,0,2,0,0.0,0.0
90,2.5040811598300934,0.050081623196601865,50,2,8,0,,0.22,0.78,100,26,0,13,10.614455223083496,26.0,100.0,100.0,100.0,0.0,7,6.0,3.0,11.0,7,0,1,0,0.0,0.0
91,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.32,0.6799999999999999,100,22,0,12,8.99382495880127,22.0,100.0,100.0,100.0,0.0,7,4.222222222222222,3.0,8.0,5,0,5,0,0.0,0.0
92,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.24,0.76,100,25,0,13,10.208928108215332,25.0,100.0,100.0,100.0,0.0,4,5.0,2.0,11.0,8,0,2,0,0.0,0.0
93,2.6999995410442352,0.053999990820884705,50,2,9,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,4,5.25,2.0,13.0,7,0,2,0,0.0,0.0
94,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.22,0.78,100,24,0,15,9.899495124816895,24.0,100.0,100.0,100.0,0.0,7,5.375,3.0,8.0,7,0,2,0,0.0,0.0
95,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.3,0.7,100,23,0,12,9.392668724060059,23.0,100.0,100.0,100.0,0.0,4,4.111111111111111,2.0,7.0,8,0,2,0,0.0,0.0
96,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,24,0,13,9.809292793273926,24.0,100.0,100.0,100.0,0.0,4,4.111111111111111,2.0,9.0,7,0,3,0,0.0,0.0
97,2.5040811598300934,0.050081623196601865,50,2,15,0,,0.42,0.5800000000000001,100,17,0,12,7.133645057678223,17.0,100.0,100.0,100.0,0.0,5,3.2142857142857144,2.0,5.0,10,0,5,0,0.0,0.0
98,2.5040811598300934,0.050081623196601865,50,2,14,0,,0.38,0.62,100,21,0,10,8.57645320892334,21.0,100.0,100.0,100.0,0.0,4,3.5384615384615383,2.0,8.0,11,0,3,0,0.0,0.0
99,2.5040811598300934,0.050081623196601865,50,2,8,0,,0.18,0.8200000000000001,100,27,0,14,11.025223731994629,27.0,100.0,100.0,100.0,0.0,7,5.857142857142857,2.0,14.0,6,0,2,0,0.0,0.0
100,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.24,0.76,100,26,0,12,10.624918937683105,26.0,100.0,100.0,100.0,0.0,15,3.888888888888889,2.0,9.0,6,0,4,0,0.0,0.0
101,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.3,0.7,100,22,0,13,9.030811309814453,22.0,100.0,100.0,100.0,0.0,7,4.3,2.0,8.0,10,0,1,0,0.0,0.0
102,2.6999995410442352,0.053999990820884705,50,2,5,0,,0.12,0.88,100,28,0,16,11.469767570495605,28.0,100.0,100.0,100.0,0.0,26,6.0,3.0,8.0,3,0,2,0,0.0,0.0
103,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,5,3.625,2.0,8.0,8,0,1,0,0.0,0.0
104,2.6999995410442352,0.053999990820884705,50,2,7,0,,0.22,0.78,100,25,0,14,10.230672836303711,25.0,100.0,100.0,100.0,0.0,4,7.0,2.0,17.0,5,0,2,0,0.0,0.0
105,2.6999995410442352,0.053999990820884705,50,2,9,0,,0.28,0.72,100,19,0,17,8.524474143981934,19.0,100.0,100.0,100.0,0.0,5,5.0,2.0,9.0,7,0,2,0,0.0,0.0
106,2.6999995410442352,0.053999990820884705,50,2,8,0,,0.18,0.8200000000000001,100,25,0,16,10.338708877563477,25.0,100.0,100.0,100.0,0.0,4,6.571428571428571,2.0,11.0,6,0,2,0,0.0,0.0
107,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.28,0.72,100,25,0,11,10.230672836303711,25.0,100.0,100.0,100.0,0.0,7,4.3,2.0,7.0,7,0,4,0,0.0,0.0
108,2.6999995410442352,0.053999990820884705,50,2,9,0,,0.28,0.72,100,23,0,13,9.416297912597656,23.0,100.0,100.0,100.0,0.0,7,4.875,3.0,8.0,7,0,2,0,0.0,0.0
109,2.5040811598300934,0.050081623196601865,50,2,11,0,,0.28,0.72,100,23,0,13,9.416297912597656,23.0,100.0,100.0,100.0,0.0,7,3.9,2.0,6.0,9,0,2,0,0.0,0.0
110,2.6999995410442352,0.053999990820884705,50,2,14,0,,0.42,0.5800000000000001,100,19,0,10,7.760297775268555,19.0,100.0,100.0,100.0,0.0,4,3.5384615384615383,3.0,5.0,9,0,5,0,0.0,0.0
111,2.5040811598300934,0.050081623196601865,50,2,11,0,,0.34,0.6599999999999999,100,22,0,11,8.981462478637695,22.0,100.0,100.0,100.0,0.0,4,4.1,2.0,9.0,7,0,4,0,0.0,0.0
112,2.6999995410442352,0.053999990820884705,50,2,14,0,,0.34,0.6599999999999999,100,17,0,16,7.788880825042725,17.0,100.0,100.0,100.0,0.0,4,3.5384615384615383,2.0,7.0,10,0,4,0,0.0,0.0
113,2.6999995410442352,0.053999990820884705,50,2,9,0,,0.26,0.74,100,21,0,16,8.956686019897461,21.0,100.0,100.0,100.0,0.0,4,5.75,2.0,21.0,7,0,2,0,0.0,0.0
114,2.6999995410442352,0.053999990820884705,50,2,12,0,,0.34,0.6599999999999999,100,18,0,15,7.874007701873779,18.0,100.0,100.0,100.0,0.0,4,3.6363636363636362,2.0,7.0,10,0,2,0,0.0,0.0
115,2.5040811598300934,0.050081623196601865,50,2,12,0,,0.34,0.6599999999999999,100,22,0,11,8.981462478637695,22.0,100.0,100.0,100.0,0.0,4,4.090909090909091,2.0,7.0,10,0,2,0,0.0,0.0
116,2.6999995410442352,0.053999990820884705,50,2,9,0,,0.28,0.72,100,24,0,12,9.797959327697754,24.0,100.0,100.0,100.0,0.0,7,4.75,3.0,8.0,6,0,3,0,0.0,0.0
117,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.24,0.76,100,28,0,10,11.585431098937988,28.0,100.0,100.0,100.0,0.0,4,5.111111111111111,2.0,14.0,8,0,2,0,0.0,0.0
118,2.5040811598300934,0.050081623196601865,50,2,8,0,,0.2,0.8,100,25,0,15,10.274023056030273,25.0,100.0,100.0,100.0,0.0,4,4.714285714285714,2.0,11.0,6,0,2,0,0.0,0.0
119,2.6999995410442352,0.053999990820884705,50,2,12,0,,0.28,0.72,100,19,0,17,8.524474143981934,19.0,100.0,100.0,100.0,0.0,5,4.090909090909091,2.0,9.0,9,0,3,0,0.0,0.0
120,2.5040811598300934,0.050081623196601865,50,2,11,0,,0.36,0.64,100,20,0,12,8.219218254089355,20.0,100.0,100.0,100.0,0.0,4,4.1,2.0,8.0,9,0,2,0,0.0,0.0
121,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,4,5.111111111111111,2.0,14.0,5,0,5,0,0.0,0.0
122,2.5040811598300934,0.050081623196601865,50,2,8,0,,0.2,0.8,100,29,0,11,11.953614234924316,29.0,100.0,100.0,100.0,0.0,15,4.857142857142857,2.0,10.0,5,0,3,0,0.0,0.0
123,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,25,0,12,10.208928108215332,25.0,100.0,100.0,100.0,0.0,4,4.666666666666667,2.0,8.0,6,0,4,0,0.0,0.0
